,Value,Quality,Carry,Profitability,Size,Monmentum
Dates,SGEPVBE Index,SGEPQBE Index,SGEPCBE Index,SGEPPBE Index,SGEPSBE Index,SGEPMBE Index
08/10/2012,1704.97,2060.27,1297.65,1917.93,1478.8,1559.78
09/10/2012,1701.2,2050.68,1292.71,1912.24,1473.82,1552.31
10/10/2012,1690.71,2039.26,1286.35,1900.07,1460.26,1543.02
11/10/2012,1709.01,2049.08,1294.64,1913.44,1469.67,1552.88
12/10/2012,1698.74,2041.04,1288.77,1903.94,1466.41,1541.75
15/10/2012,1703.59,2051.21,1293.72,1912.52,1468.56,1550.21
16/10/2012,1729.98,2067.21,1312.51,1927.26,1487.09,1568.03
17/10/2012,1749.31,2062.89,1323.59,1927.21,1501.67,1568.86
18/10/2012,1758.03,2060.37,1325.94,1929.82,1507.71,1569.58
19/10/2012,1739.6,2050.92,1314.24,1920.59,1493.15,1558.3
22/10/2012,1732.72,2039.67,1308.12,1911.95,1490.55,1552.12
23/10/2012,1701.58,2014.32,1287.81,1879.01,1465.64,1530.7
24/10/2012,1707.66,2027.06,1292.93,1888.63,1473.27,1538.19
25/10/2012,1710.41,2042.58,1290.22,1904.09,1479.4,1550.19
26/10/2012,1712.31,2042.12,1294.91,1904.64,1480.85,1549.72
29/10/2012,1697.01,2040.3,1284.25,1897.27,1467.88,1544.08
30/10/2012,1716.61,2043.26,1295.3,1907.06,1478.91,1554.45
31/10/2012,1711.88,2036.94,1294.4,1907.5,1478.32,1553.54
01/11/2012,1733.91,2057.36,1306.71,1933.56,1500.35,1576.18
02/11/2012,1739.21,2065.61,1309.51,1942.49,1507.73,1580.99
05/11/2012,1724.13,2057.53,1299.89,1931.59,1496.73,1571.7
06/11/2012,1734.89,2062.75,1304.91,1937.61,1503.05,1578.98
07/11/2012,1710.18,2046.78,1289.16,1919.34,1485.72,1560.66
08/11/2012,1697.07,2042.71,1280.82,1917.44,1474.86,1555.92
09/11/2012,1691.92,2044.5,1275.11,1917.99,1469.63,1549.67
12/11/2012,1685.97,2039.7,1273.14,1913.49,1464.81,1542.76
13/11/2012,1687.35,2046.22,1273.41,1915.95,1460.1,1550.28
14/11/2012,1674.66,2033.43,1264.52,1900.47,1447.18,1542.64
15/11/2012,1658.99,2011.02,1255.34,1879.46,1427.25,1525.45
16/11/2012,1637.77,2001.41,1239.72,1868.85,1410.55,1511.88
19/11/2012,1680.02,2028.87,1263.72,1901.27,1438.38,1540.61
20/11/2012,1681.39,2041.99,1264.57,1914.45,1442.8,1549.61
21/11/2012,1693,2044.76,1272.97,1915.69,1445.27,1551.56
22/11/2012,1708,2058.89,1282.23,1926.39,1463.92,1563.31
23/11/2012,1720.87,2068.07,1289.86,1938.08,1470.24,1570.19
26/11/2012,1708.43,2063.44,1283.16,1928.73,1462.18,1559.45
27/11/2012,1711.64,2074.3,1280.74,1933.71,1464.34,1566.32
28/11/2012,1710.89,2076.09,1280.23,1934.12,1460.3,1563.5
29/11/2012,1739.93,2088.74,1301.99,1952.36,1481.43,1583.57
30/11/2012,1740.23,2085.94,1299.48,1951.22,1478.98,1580.51
03/12/2012,1741.95,2089.15,1300.7,1953.49,1483.89,1582.78
04/12/2012,1742.95,2084.14,1302.53,1948.28,1483.56,1583.65
05/12/2012,1752.75,2086.95,1310.73,1952.76,1491.31,1589.94
06/12/2012,1766.14,2100.72,1315.57,1969.06,1502.78,1603.92
07/12/2012,1766.07,2106.06,1317.4,1975.57,1505.06,1606.16
10/12/2012,1767.36,2112.13,1319.9,1981.65,1506.24,1600.08
11/12/2012,1781.34,2114.89,1331.86,1985.72,1514.47,1605.43
12/12/2012,1788.67,2109.41,1337.7,1988.13,1520.39,1609.4
13/12/2012,1787.33,2096.94,1338.89,1972.28,1518.57,1607.67
14/12/2012,1788.24,2096.26,1338.12,1973.54,1524.82,1606.86
17/12/2012,1792.84,2091.91,1340.64,1969.96,1527.09,1608.54
18/12/2012,1806.34,2099.88,1348.91,1978.31,1542.6,1622.71
19/12/2012,1819.18,2105.88,1358.15,1992.6,1555.09,1637.71
20/12/2012,1821.55,2107.28,1361.44,1995.73,1561.17,1643.03
21/12/2012,1816.07,2101.8,1359.53,1987.99,1550.29,1632.16
24/12/2012,1816.07,2101.8,1359.53,1987.99,1550.29,1632.16
27/12/2012,1817.89,2094.66,1358.29,1984.04,1550.66,1632.33
28/12/2012,1801.6,2086.49,1346.67,1973.16,1540.39,1620.12
31/12/2012,1801.6,2086.49,1346.67,1973.16,1540.39,1620.12
02/01/2013,1856.52,2122.7,1380.47,2019.53,1580.82,1666.95
03/01/2013,1866.97,2132.35,1386.51,2031.08,1596.65,1675.61
04/01/2013,1870.6,2133.46,1392.66,2033.49,1602.8,1680.56
07/01/2013,1873.21,2117.95,1390.05,2020.17,1606.31,1679.76
08/01/2013,1867.7,2121.23,1389.62,2018.06,1600.31,1678.5
09/01/2013,1885.76,2126.63,1401.17,2024.1,1617.71,1693.2
10/01/2013,1887.61,2113.34,1396.08,2014.53,1619.8,1692.5
11/01/2013,1884.49,2103.13,1394.01,2008.41,1612.67,1689.13
14/01/2013,1884.11,2092.71,1384.71,1991.9,1600.33,1678.41
15/01/2013,1878.3,2096.22,1381.9,1993.19,1598.14,1676.29
16/01/2013,1874.49,2105.56,1378.67,1996.93,1595.09,1674.82
17/01/2013,1894.45,2112.5,1390.41,2000.91,1607.66,1682.82
18/01/2013,1892.6,2112.75,1387.07,2002.16,1607.52,1682.92
21/01/2013,1900.78,2113.83,1393.19,2006.16,1611.19,1686.92
22/01/2013,1897.63,2120.72,1390.23,2013.32,1612.69,1685.54
23/01/2013,1894.12,2134.39,1386.7,2019.95,1612.17,1678.53
24/01/2013,1897.67,2132.63,1388.22,2016.79,1610.56,1684.62
25/01/2013,1902.84,2139.56,1389.62,2021.58,1610.38,1691.65
28/01/2013,1902.87,2131.73,1389.21,2015.16,1609.08,1690.4
29/01/2013,1902.62,2138.65,1393.19,2018.1,1607.32,1689.11
30/01/2013,1889.39,2134.83,1387.88,2008.82,1595.99,1683.03
31/01/2013,1880.29,2124.78,1375.79,1999.02,1589.16,1678.32
01/02/2013,1895.68,2143.61,1378.77,2015.54,1606.63,1689.48
04/02/2013,1852.97,2131.61,1357.11,2007.26,1582.46,1667.23
05/02/2013,1862.56,2140.59,1366.86,2016.02,1588.46,1676.06
06/02/2013,1853.45,2134.64,1363.73,2020.77,1593.04,1676.24
07/02/2013,1854.32,2135.52,1364.46,2023.65,1597.37,1678.93
08/02/2013,1876.76,2155.65,1376.06,2043.92,1615.51,1704.32
11/02/2013,1871.81,2137.34,1372.93,2027.36,1610.22,1693.66
12/02/2013,1878.33,2144.11,1380.69,2030.77,1618.15,1707.55
13/02/2013,1891.52,2157.72,1391.75,2051.5,1631.92,1715.44
14/02/2013,1889.16,2158.55,1387.04,2050.61,1625.43,1711.15
15/02/2013,1884.6,2162.48,1383.11,2055.47,1625.54,1710.08
18/02/2013,1881.39,2154.18,1380.64,2044.44,1617.01,1706.8
19/02/2013,1903.99,2176.52,1394.58,2066.38,1637.71,1728.69
20/02/2013,1895.72,2177.79,1388.52,2066.69,1634.56,1723.69
21/02/2013,1859.3,2162.68,1369.36,2044.73,1609.36,1698.53
22/02/2013,1880.31,2190.7,1388.65,2069.84,1624.1,1720.88
25/02/2013,1883.13,2179.27,1388.44,2053.42,1620.56,1714.93
26/02/2013,1851.72,2174.24,1368.03,2045.82,1605.51,1692.21
27/02/2013,1872.8,2184.92,1383.95,2053.22,1618.06,1711.3
28/02/2013,1885.7,2205.14,1395.31,2068.95,1632.56,1731.84
01/03/2013,1878.16,2211.82,1388.84,2069.31,1623.15,1729.58
04/03/2013,1877.84,2216.08,1391.54,2068.45,1612.17,1723.99
05/03/2013,1919.9,2244.08,1414.48,2101.85,1642.15,1751.14
06/03/2013,1915.3,2238.96,1413.11,2099.77,1640.62,1745.92
07/03/2013,1917.41,2236.58,1410.35,2098.52,1636.82,1746.8
08/03/2013,1937.88,2239.63,1424.21,2102.78,1647.73,1758.44
11/03/2013,1931.91,2240.85,1418.84,2102.7,1641.06,1751.92
12/03/2013,1935.35,2245.95,1417.84,2107.83,1643.75,1751.15
13/03/2013,1931.33,2251.31,1419.88,2111.67,1641.05,1751.8
14/03/2013,1949.97,2267.82,1434.62,2125.5,1656.85,1769.86
15/03/2013,1946.34,2266,1431.06,2122.1,1662.4,1766.68
18/03/2013,1939.07,2273.71,1428.1,2126.89,1659.74,1764.21
19/03/2013,1926.7,2277.5,1422.79,2124.97,1646.44,1754.49
20/03/2013,1934.36,2276.16,1427.15,2119.47,1646.69,1762.05
21/03/2013,1923.08,2267.64,1423.97,2108.61,1638.41,1753.56
22/03/2013,1917.37,2268.43,1423.21,2103.8,1629.56,1750.53
25/03/2013,1899.81,2278.76,1417.76,2110.68,1626.88,1740.44
26/03/2013,1901.2,2284.83,1415.17,2116.39,1630.14,1742.24
27/03/2013,1882.29,2279.14,1401.71,2108.08,1616.02,1730.49
28/03/2013,1884.68,2296.69,1406.21,2121.87,1620.41,1744.78
02/04/2013,1907.75,2321.07,1425.85,2142.83,1630.49,1764.95
03/04/2013,1884.7,2310.99,1411.21,2131.26,1621.6,1749.97
04/04/2013,1869.23,2280.47,1400.83,2101.44,1602.84,1726.53
05/04/2013,1842.82,2237.68,1384.67,2062.53,1569.9,1694.26
08/04/2013,1843.66,2249.09,1384.81,2072.44,1571.99,1695.85
09/04/2013,1860.24,2237.05,1396.53,2071.09,1585.72,1703.11
10/04/2013,1903.74,2265.74,1426.74,2102.24,1624.1,1747.66
11/04/2013,1919.1,2281.59,1436.03,2122.46,1642.94,1764.71
12/04/2013,1899.49,2268.12,1430.67,2109.91,1626.51,1749.24
15/04/2013,1874.65,2246.96,1420.71,2081.06,1599.16,1739.06
16/04/2013,1864.59,2224.78,1405.39,2061.53,1587.79,1727.27
17/04/2013,1833.19,2196.9,1389.61,2040.78,1563.51,1703.5
18/04/2013,1831.33,2198.41,1388.12,2044.27,1563.31,1702.48
19/04/2013,1845.67,2206.21,1394.47,2045.24,1573.95,1719.5
22/04/2013,1855.68,2204.42,1405.58,2042.53,1579.65,1728.46
23/04/2013,1904.48,2251.14,1433.38,2083.57,1612.63,1775.5
24/04/2013,1921.22,2258.35,1447.69,2094.16,1626.72,1781.11
25/04/2013,1940.97,2273.39,1461.85,2118.67,1648.62,1799.22
26/04/2013,1937.14,2271.93,1456.69,2119.64,1643.24,1793.57
29/04/2013,1950.61,2277.05,1465.19,2121.82,1646.48,1804.73
30/04/2013,1946.69,2276.66,1462.05,2119.91,1641.39,1801.11
02/05/2013,1951.47,2278.45,1464.63,2123.59,1644.68,1808.88
03/05/2013,1985.51,2296.33,1482.83,2148.16,1669.62,1825.46
06/05/2013,1986.23,2299.86,1485.13,2153.4,1673.35,1827.66
07/05/2013,1992.16,2291.02,1487.24,2143.01,1679.22,1836.8
08/05/2013,2011.72,2309.14,1495.06,2160.76,1694.99,1853.83
09/05/2013,2013.78,2314.24,1495,2168.19,1702.57,1855.81
10/05/2013,2017.75,2322.29,1499.55,2174.51,1706.32,1865.29
13/05/2013,2014.83,2327.95,1496.99,2177.61,1708.34,1860.4
14/05/2013,2024.83,2336.98,1501.07,2180.93,1712.79,1866.18
15/05/2013,2039.39,2351.29,1513.41,2196.47,1732.94,1888.81
16/05/2013,2042.45,2352.49,1513.15,2197.15,1745.98,1890.6
17/05/2013,2048.52,2343.22,1516.25,2194.93,1757.39,1892.73
20/05/2013,2054,2353.48,1517.28,2201.84,1756.74,1898.46
21/05/2013,2057.39,2357.2,1515.12,2206.86,1750.04,1896.9
22/05/2013,2061.12,2357.95,1512.7,2203.98,1743.48,1907.03
23/05/2013,2016.39,2316.18,1483.11,2160.44,1698.66,1866.13
24/05/2013,2009.9,2319.24,1480.44,2159.43,1690.27,1855.05
27/05/2013,2021.45,2321.68,1487.8,2161.32,1695.52,1859.47
28/05/2013,2049.27,2348.3,1503.61,2191.01,1720.96,1888.95
29/05/2013,2020.67,2302.41,1481.81,2150.47,1694.72,1849.5
30/05/2013,2035.19,2309.07,1485.92,2156.3,1700.27,1856.8
31/05/2013,2016.37,2292.7,1471.01,2143.15,1688.42,1839.33
03/06/2013,2010.91,2275.84,1461.45,2132.34,1674.44,1826.49
04/06/2013,2010.57,2277.46,1463.44,2130.52,1674.89,1834.15
05/06/2013,1988.22,2248.71,1442.74,2103.47,1650.68,1805.77
06/06/2013,1965.03,2232.3,1428.43,2088.87,1631.31,1783.69
07/06/2013,1989.84,2248.02,1444.75,2104.57,1645,1801.04
10/06/2013,1987.18,2253.06,1442.74,2105.05,1640.5,1801.95
11/06/2013,1960.96,2227.34,1423.94,2076.24,1611.91,1774.15
12/06/2013,1946.5,2234.66,1422.65,2082.8,1606.08,1767.09
13/06/2013,1951.07,2229.23,1422,2081.86,1608.38,1769.11
14/06/2013,1966.79,2230.54,1428.26,2092.85,1622.38,1778.44
17/06/2013,1983.69,2241.68,1440,2104.89,1631.17,1794.15
18/06/2013,1986.72,2239.56,1441.57,2102.5,1628.79,1797.47
19/06/2013,1981.02,2243.07,1435.06,2100.33,1627.68,1797.26
20/06/2013,1919.79,2185.06,1400.12,2042.66,1584.26,1743.09
21/06/2013,1890.67,2164.09,1383.87,2023.68,1566.87,1718.7
24/06/2013,1854.12,2124.18,1357.07,1983.05,1529.57,1681.32
25/06/2013,1883.87,2155.34,1374.99,2015.65,1551.22,1706.97
26/06/2013,1911.34,2183.92,1399.9,2041.41,1578.73,1740.75
27/06/2013,1927.39,2204.43,1408.13,2055.2,1591.96,1754.56
28/06/2013,1914.02,2194.82,1405.84,2050.12,1584.96,1743.53
01/07/2013,1938.52,2223.41,1418.56,2078.62,1603.92,1774.58
02/07/2013,1930.14,2220.31,1417.8,2074.94,1596.66,1761.11
03/07/2013,1916.35,2215.96,1410.14,2075.26,1591.12,1753.09
04/07/2013,1960.54,2255.81,1435.2,2112.3,1623.13,1793.09
05/07/2013,1939.02,2235.58,1419.09,2090.53,1608.86,1775.15
08/07/2013,1965.14,2260.15,1440.31,2116.3,1633.21,1808.26
09/07/2013,1983,2279.37,1453.36,2135.76,1648.84,1816.82
10/07/2013,1984.76,2288.63,1454.92,2139.48,1647.15,1818.97
11/07/2013,2001.63,2299.9,1465.37,2151.78,1659.13,1826.47
12/07/2013,1992.12,2301.76,1455.93,2154.16,1654.27,1829.36
15/07/2013,2000.11,2307.69,1461.02,2158.11,1657.53,1842.46
16/07/2013,1994.79,2292.2,1456.15,2143.83,1651.79,1825.12
17/07/2013,2009.36,2303.13,1461.82,2156.13,1665.39,1836.35
18/07/2013,2035.9,2313.74,1476.92,2172.4,1689.73,1869.93
19/07/2013,2037.79,2312.66,1478.87,2169.52,1687.31,1868.85
22/07/2013,2044.04,2308.04,1483.56,2168.01,1694.26,1871.59
23/07/2013,2051.6,2294.57,1487.83,2158.21,1694.07,1865.52
24/07/2013,2069.19,2299.47,1491.32,2160.05,1699.19,1884.34
25/07/2013,2062.99,2291.09,1488.26,2149.5,1692.35,1879.9
26/07/2013,2061.86,2282.02,1489.11,2142.61,1691.28,1870.93
29/07/2013,2062.54,2288.76,1488.87,2147.95,1688.84,1865.83
30/07/2013,2058.52,2297.14,1493.65,2156.33,1688.98,1869.95
31/07/2013,2054.54,2296.93,1491.58,2149.85,1682.74,1865.85
01/08/2013,2084.95,2320.18,1507.04,2176.04,1709.8,1897.6
02/08/2013,2093.55,2326.67,1513.32,2179.67,1711.38,1900.84
05/08/2013,2096.55,2339.77,1517.71,2193.36,1723.85,1914.59
06/08/2013,2076.62,2341.74,1503.23,2186.88,1709.4,1903.41
07/08/2013,2081.23,2335.4,1505.84,2180.24,1712.07,1896.31
08/08/2013,2102.12,2342.43,1515.78,2189.6,1732.29,1914.41
09/08/2013,2122.86,2351,1522.92,2202.81,1745.05,1924.33
12/08/2013,2129.86,2350.1,1525.07,2203.43,1748.27,1921.68
13/08/2013,2140.01,2359.94,1532.01,2213.01,1763.56,1929.95
14/08/2013,2147.32,2369.68,1531.94,2223.75,1775.9,1937.51
15/08/2013,2125.58,2343.57,1514.6,2189.57,1744.96,1906.4
16/08/2013,2140.09,2342.22,1526.64,2196.59,1760.15,1917.25
19/08/2013,2130.91,2347.67,1519.55,2202.96,1758.55,1906.76
20/08/2013,2103.38,2336.11,1501.94,2189.58,1738.69,1882.46
21/08/2013,2096.82,2325.9,1496.26,2179.36,1732.2,1878.14
22/08/2013,2121.08,2339.51,1509.14,2193.41,1749.82,1905.43
23/08/2013,2133.89,2346.1,1515.09,2202.39,1757.32,1912.07
26/08/2013,2127.86,2344.08,1513.29,2202.72,1752.12,1899.97
27/08/2013,2079.24,2311.28,1484.42,2164.96,1713.64,1847.71
28/08/2013,2075.08,2292.55,1485.85,2148.78,1706.81,1839.95
29/08/2013,2085.38,2311.46,1493.34,2169.73,1722.09,1865.24
30/08/2013,2062.74,2297.42,1480,2152.32,1702.57,1837.89
02/09/2013,2097.77,2330.82,1504.43,2191.65,1734.92,1879.89
03/09/2013,2096.37,2325.29,1503.17,2189.13,1734.78,1886.05
04/09/2013,2099.83,2328.76,1507.2,2194.36,1739.75,1881.09
05/09/2013,2119.87,2337.95,1519.54,2208.61,1754.67,1902.8
06/09/2013,2133.05,2345.2,1527.69,2215.17,1763.83,1913.04
09/09/2013,2140.59,2341.41,1529.37,2216.62,1768.5,1926.72
10/09/2013,2174.84,2366.69,1550.48,2242.42,1795.16,1959.58
11/09/2013,2183.1,2368.93,1560.1,2245.41,1801.69,1962.71
12/09/2013,2185.52,2364.82,1562.58,2240.92,1799.62,1958.35
13/09/2013,2186.04,2374.96,1563.88,2253.21,1806.77,1962.95
16/09/2013,2199.34,2389.71,1570.99,2261.04,1814.44,1976.88
17/09/2013,2188.45,2378.92,1567.57,2247.58,1803.78,1968.1
18/09/2013,2193.71,2386.05,1570.5,2252.05,1807.71,1973.35
19/09/2013,2198.02,2393.14,1576.11,2264.56,1816.52,1975.65
20/09/2013,2185.03,2391.43,1572.28,2260.59,1809.47,1969.46
23/09/2013,2175.28,2384.52,1565.47,2253.14,1801.14,1956.15
24/09/2013,2183.74,2382.2,1572.25,2253.17,1805.88,1967.52
25/09/2013,2184.59,2373.35,1573.98,2249.9,1805.83,1968.35
26/09/2013,2182.48,2375.3,1578.35,2249.28,1800.18,1965.93
27/09/2013,2178.69,2371.82,1575.25,2246.26,1792.27,1961.85
30/09/2013,2160.14,2368.66,1564.02,2239.14,1784.95,1953.98
01/10/2013,2180.18,2378.39,1577.03,2249.51,1800.83,1980.33
02/10/2013,2171.44,2355.64,1572.99,2231.05,1798.38,1969.48
03/10/2013,2165.54,2349.24,1565.81,2222.59,1792.65,1963.08
04/10/2013,2169.92,2338.84,1567.47,2212.02,1793.57,1970.23
07/10/2013,2165.23,2330.59,1562.86,2204.37,1788.37,1968.44
08/10/2013,2152.79,2314.28,1554.45,2191.39,1777.18,1955.27
09/10/2013,2148.83,2294.46,1555.83,2173.56,1770.47,1946.04
10/10/2013,2190.99,2319.34,1581.2,2205.2,1797.14,1985.96
11/10/2013,2198.61,2329.93,1584.12,2214.01,1803.85,1993.77
14/10/2013,2206.53,2329.69,1591.78,2217.23,1812.13,1997.92
15/10/2013,2229.28,2339.59,1604.5,2234.18,1831.27,2019.6
16/10/2013,2238.5,2341.53,1616.38,2240.17,1836.53,2029.54
17/10/2013,2238.83,2348.15,1620.09,2242.54,1835.49,2035.4
18/10/2013,2262.76,2372.28,1630.4,2265.33,1855.43,2051.02
21/10/2013,2273.93,2391.21,1635.94,2281.3,1870.92,2056.07
22/10/2013,2277.17,2395.1,1636.35,2288,1869.88,2056.83
23/10/2013,2260.3,2392.68,1628.21,2282.11,1854.58,2040.73
24/10/2013,2271.63,2397.32,1635.5,2287.63,1858.36,2044.88
25/10/2013,2268.15,2396.49,1633.78,2283.98,1855.83,2032.74
28/10/2013,2261.8,2399.88,1632.81,2286.07,1848.42,2020.13
29/10/2013,2278.16,2400.68,1645.91,2284.86,1859.38,2031.7
30/10/2013,2281.81,2404.84,1642.5,2284.96,1859.73,2036.33
31/10/2013,2287.77,2416.54,1645.66,2296.06,1862.42,2054.6
01/11/2013,2280.17,2406.88,1645.38,2288.79,1855.13,2047.96
04/11/2013,2289.74,2414.99,1653.01,2299.76,1861.33,2048.5
05/11/2013,2282.13,2415.16,1648.09,2296.07,1856.81,2042.68
06/11/2013,2299.87,2426.96,1656.29,2307.4,1871.02,2059.91
07/11/2013,2297.43,2430.73,1651.7,2314.52,1870.31,2058.42
08/11/2013,2290.47,2422.67,1648.19,2302.18,1859.33,2049.61
11/11/2013,2298.51,2425.68,1653.46,2304.73,1867.52,2058.94
12/11/2013,2282.37,2412.1,1641.65,2287.78,1852.9,2044.39
13/11/2013,2271.84,2399.39,1633.94,2272.5,1837.93,2030.16
14/11/2013,2281.78,2421.3,1640.59,2291.72,1852.59,2045.52
15/11/2013,2282.67,2424.56,1645.77,2298.36,1853.89,2048.38
18/11/2013,2296.43,2430.44,1653.96,2302.95,1859.59,2056.79
19/11/2013,2285.54,2420.65,1643.86,2289.3,1850.46,2046.4
20/11/2013,2281.95,2423.31,1638.51,2288.5,1848.97,2041.02
21/11/2013,2274.72,2415.47,1639.05,2279.92,1842.53,2035.52
22/11/2013,2277.84,2417.65,1642.8,2281.31,1845.06,2042.6
25/11/2013,2289.49,2431.23,1647.09,2298.21,1854.79,2058.43
26/11/2013,2278.44,2419.28,1639.57,2287.09,1848.27,2055.09
27/11/2013,2292.25,2434.69,1650.49,2304.03,1866.63,2074.15
28/11/2013,2300.15,2441.66,1653.29,2312.81,1877.5,2087.14
29/11/2013,2305.28,2444.78,1652.66,2315.98,1881.83,2086.81
02/12/2013,2297.68,2439.75,1645.38,2309.23,1875.67,2084.69
03/12/2013,2258.48,2408.71,1621.23,2280.17,1845.21,2049.88
04/12/2013,2245.41,2395.29,1614.15,2267.84,1836.02,2041.32
05/12/2013,2225.5,2386.24,1601.81,2252.34,1819.72,2021.99
06/12/2013,2236.36,2393.82,1606.92,2260.73,1828.84,2030.37
09/12/2013,2242.77,2400.88,1613.25,2269.72,1836.13,2043.01
10/12/2013,2234.66,2387.22,1607.62,2262.6,1835.81,2037.13
11/12/2013,2223.33,2375.48,1598.16,2251.65,1823.18,2031.27
12/12/2013,2204.03,2351.29,1587.24,2224.82,1801.4,2010.79
13/12/2013,2201.91,2352.58,1584.35,2226.4,1797.75,2009.58
16/12/2013,2227.71,2372.11,1600.33,2250.09,1812.25,2033.13
17/12/2013,2210.83,2361.28,1594.89,2241.06,1801.13,2023.11
18/12/2013,2228.29,2379,1606.29,2253.84,1818.12,2042.07
19/12/2013,2264.58,2415.9,1634.17,2295.86,1851.85,2077.12
20/12/2013,2276.18,2427.75,1646.29,2312.47,1863.91,2089.59
23/12/2013,2296.79,2445.23,1657.69,2330.84,1878.5,2108.34
24/12/2013,2296.79,2445.23,1657.69,2330.84,1878.5,2108.34
27/12/2013,2329.4,2477.89,1676.12,2358.66,1898.24,2133.44
30/12/2013,2332.82,2477.62,1677.73,2358.48,1903.81,2128.19
31/12/2013,2332.82,2477.62,1677.73,2358.48,1903.81,2128.19
02/01/2014,2315.45,2477.31,1666.63,2362.76,1903.17,2134.9
03/01/2014,2331.68,2495.38,1677.4,2380.12,1925.4,2151.61
06/01/2014,2327.2,2484.58,1677.68,2375.29,1920.06,2155.56
07/01/2014,2344.34,2479.11,1688.84,2372.9,1931.15,2176.21
08/01/2014,2351.57,2479.13,1689.53,2369.76,1936.89,2188.65
09/01/2014,2354,2470.9,1690.64,2363.85,1938.43,2191.51
10/01/2014,2368.89,2483.38,1702.3,2380.03,1954.17,2201.54
13/01/2014,2380.6,2480.73,1705.73,2380.95,1964.6,2215.37
14/01/2014,2386.79,2487.17,1711.17,2380.71,1964.11,2216.97
15/01/2014,2414.63,2501.55,1723.97,2389.18,1981.15,2238.63
16/01/2014,2410.33,2499.81,1723.03,2384.67,1974.5,2227.62
17/01/2014,2419.7,2509.4,1735.61,2394.95,1985.24,2235.95
20/01/2014,2413.72,2515.39,1734.16,2399.35,1980.64,2226.94
21/01/2014,2403.53,2528.9,1729.1,2407.21,1975.78,2225.15
22/01/2014,2399.45,2539.1,1731.48,2415.37,1980.46,2223.68
23/01/2014,2378.92,2514.75,1718.63,2387.04,1956.44,2203.43
24/01/2014,2327.07,2458.16,1686.77,2335.4,1912.15,2149.01
27/01/2014,2308.4,2434.95,1677,2314.97,1890.58,2125.65
28/01/2014,2327.05,2449.71,1688.29,2335.34,1914.74,2158.26
29/01/2014,2311.26,2440.45,1679.13,2327.75,1908.03,2155
30/01/2014,2314.33,2441.48,1686.67,2330.17,1908.63,2169.72
31/01/2014,2303.22,2442.23,1679.54,2328.07,1901.37,2162.49
03/02/2014,2280.63,2417.7,1663.32,2303.24,1872.48,2129.58
04/02/2014,2281.38,2409.1,1659.51,2300.13,1874.01,2131.86
05/02/2014,2287.24,2410.34,1662.03,2305.09,1875.75,2139.43
06/02/2014,2325.63,2437.01,1687.82,2336.45,1906.3,2181.55
07/02/2014,2337.91,2453.61,1698.62,2349.11,1913.86,2191.19
10/02/2014,2340.6,2457.4,1701.73,2354.41,1921.34,2191.7
11/02/2014,2368.09,2490.98,1720.48,2386.45,1947.48,2217.03
12/02/2014,2388.67,2502.74,1728.65,2407.83,1966.51,2236.73
13/02/2014,2375.22,2503.23,1726.97,2404.31,1955.38,2235.27
14/02/2014,2389.79,2515.25,1737.82,2419.98,1970.93,2242.16
17/02/2014,2395.79,2524.78,1745.4,2430.47,1985.42,2254.17
18/02/2014,2392.11,2521.26,1743.29,2426.73,1980.13,2254.83
19/02/2014,2395.23,2526.2,1749.19,2434.52,1984.35,2255.12
20/02/2014,2397.12,2521.38,1751.6,2433.42,1980.56,2246.53
21/02/2014,2411.52,2526.36,1760.27,2434.97,1993.94,2264.59
24/02/2014,2424.91,2543.89,1771.95,2450.65,2002.66,2278.1
25/02/2014,2427.11,2550.09,1774.92,2458.08,2014.11,2283.86
26/02/2014,2423.8,2545.77,1770.27,2451.91,2013.81,2276.71
27/02/2014,2423.41,2544.5,1771.55,2451.74,2015.11,2284.08
28/02/2014,2438.09,2558.76,1778.3,2464.27,2036.96,2301.21
03/03/2014,2387.18,2507.75,1747.19,2414.05,1988.48,2242.52
04/03/2014,2431.12,2554.78,1774.96,2463.32,2030.6,2285.75
05/03/2014,2436.66,2552.28,1780.92,2462.8,2036.92,2292.09
06/03/2014,2448.1,2551.71,1783.93,2462.45,2040.94,2300.85
07/03/2014,2423.97,2528.03,1768.72,2444.46,2025.33,2275.8
10/03/2014,2413.81,2513,1765.24,2425.73,2007.39,2265.62
11/03/2014,2416.69,2513.41,1765.93,2430,2010.78,2271.71
12/03/2014,2393.3,2484.95,1753.11,2400.85,1985.69,2246.05
13/03/2014,2363.38,2463.59,1735.7,2379.9,1973.77,2220.94
14/03/2014,2341.56,2452.51,1721.48,2366.03,1955.87,2191.33
17/03/2014,2373.03,2479.11,1742.08,2396.21,1986.11,2225.17
18/03/2014,2390.73,2490.57,1752.43,2407.05,1995.51,2241.68
19/03/2014,2389.73,2488.41,1749.81,2413.19,1992.51,2240.4
20/03/2014,2388.71,2482.65,1742.98,2404.74,1983.05,2239.92
21/03/2014,2388.4,2486.21,1744.05,2403.55,1974.37,2224.16
24/03/2014,2363.06,2459.15,1730.84,2379.27,1946.86,2188.12
25/03/2014,2392.77,2490.07,1747.24,2405.77,1967.98,2212.38
26/03/2014,2418.05,2511.86,1760.45,2428.94,1991.92,2234.5
27/03/2014,2417.44,2514.13,1763.6,2432.24,1992.71,2236.94
28/03/2014,2430.12,2525.94,1772.86,2437.72,2000.95,2245.87
